Category,Description,price_per_100g
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",1.12
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",3.68
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",3.09
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,STR",2.03
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,JR",4.08
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",4.23
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",0.67
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",3.57
BABYFOOD,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",4.4
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",2.32
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",2.05
BABYFOOD,"BABYFOOD,JUC,APPL&GRAPE",3.11
BABYFOOD,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",1.38
BABYFOOD,"BABYFOOD,JUC,APPL&CHERRY",2.49
BABYFOOD,"BABYFOOD,JUC,APPL,W/CA",4.53
BABYFOOD,"BABYFOOD,DINNER,VEG&CHICK,JR",0.84
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,STR",0.85
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,JR",3.01
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",4.17
BABYFOOD,"BABYFOOD,VEG,MIX VEG JR",0.85
BABYFOOD,"BABYFOOD,VEG,GARDEN VEG,STR",1.41
BABYFOOD,"BABYFOOD,VEG,MIX VEG STR",4.26
BABYFOOD,"BABYFOOD,DINNER,BF NOODLE,JR",2.11
BABYFOOD,"BABYFOOD,APPLS W/HAM,STR",2.19
BABYFOOD,"BABYFOOD,CARROTS&BF,STR",0.37
BABYFOOD,"BABYFOOD,PLUMS,BANANAS&RICE,STR",3.56
BABYFOOD,"BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD",0.4
BABYFOOD,"BABYFOOD,DINNER,APPLS&CHICK,STR",3.58
BABYFOOD,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",2.88
BABYFOOD,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",0.9
BABYFOOD,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",0.25
BABYFOOD,"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",4.02
BABYFOOD,"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",1.63
BABYFOOD,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",0.89
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",2.82
BABYFOOD,"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",2.73
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",4.45
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",2.82
BABYFOOD,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",4.6
BABYFOOD,"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",1.3
BABYFOOD,"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",1.0
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",4.53
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",1.6
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",1.96
INF FORMULA,"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",2.69
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",4.24
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF",3.17
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC",1.43
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR",2.75
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",3.37
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC",1.46
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA",2.4
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON",0.81
INF FORMULA,"INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON",3.73
INF FORM,"INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA",3.38
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF",1.75
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",1.06
INF FORMMEAD JOHN,"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA",4.82
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON",1.77
INF FORM,"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA",2.38
INF FORM,"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",3.83
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON",1.11
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",2.34
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON",0.8
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR",4.49
INF FORMULA,"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",0.61
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC",4.49
INF FOR,"INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA",0.83
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON",1.55
INF FOR,"INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA",1.64
INF FOR,"INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH",1.15
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA",3.24
INF FORM,"INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO)",0.99
INF FOR,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",3.51
INF FOR,"INF FOR,ABB NUT,SIMI NAT CA,ADVA,RTF,W/ ARA & DHA,(FOR ROS)",0.63
INF FOR,"INF FOR,ABB NU,SIM,SP CA,AD 24,W/ IRO,R,W/ ARA & DHA,(FO RO)",3.91
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,W/ IRON,RTF,(FOR RO)",1.9
INF FORM,"INF FORM,ABBOTT NUTR,SIMI,ISO,W/ IRON,LIQ CONC,(FORM ROSS)",0.75
INF FORMULA,"INF FORMULA,A NUTR,SIM,IS,W/ IRON,PDR,NOT RECON,(FORROSS)",1.19
INF FO,"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",1.03
INF FO,"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",3.68
INF FORM,"INF FORM,ABBO NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF,(FORM RO)",3.79
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,PDR,ARA&DHA",3.56
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF,(FORMERLY ROSS)",2.35
INF FORM,"INF FORM,ABB NUTR,SIMI,W/ IRON,LIQ CONC,NOT RECON,(FORM RO)",3.65
INF FO,"INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA",4.84
INF FORM,"INF FORM,ABBONUTR,SIMIL,W/ IRON,PDR,NOT REC,(FORME RO)",1.55
INF FORM,"INF FORM,MEJOH,ENFA,PROSO,LIPIL,LIQ CONC,NOT RE W/ ARA & DHA",4.86
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF,(FORMERLY ROSS)",2.12
INF FORM,"INF FORM,AB NUTR,SIMILAC,LO IRON,LIQ CONC,NOT REC,(FORM RO)",1.18
INF FOR,"INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",2.82
INF FORM,"INF FORM,ABBO NUTR,SIMI,LO IRON,PDR,NOT REC,(FORM R)",0.78
CHILD FORMULA,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF,(FORMERLY ROSS)",0.66
INF FORMU,"INF FORMU,MEAD JOHNS,NEXT STEP,PROSO LIPIL,PDR,W/ ARA & DHA",4.86
INF FORM,"INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA",1.87
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF",0.85
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,PDR,NOTREC",1.8
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,LQCN,NOREC",4.8
INF FORMU,"INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST)",2.33
INF FOR,"INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST)",1.19
INF FORM,"INF FORM, PBM PROD, ULTRA BRIG BEGINN, PDR, ( WYETH-AYERST)",4.98
INF FORM,"INF FORM,PBM,ULTRABRIGHTBEGIN,SOY,RTF,(FORM WY-AY)",4.14
INF FOR,"INF FOR,PBM PROD,ULTRA BRIGHT BEGI,S,LIQ CO,(FORME WYE-AYER)",2.45
INF FORM,"INF FORM,PBM,ULTRA BRIGHT BEGIN,SOY,PDR (FORM WYETH-AYERST)",0.82
INF FORMULA,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF",4.87
INF FOR,"INF FOR,NE,GOOD START 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON",1.44
INF FORMULA,"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR",4.96
INF FORMULA,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",0.5
INF FORMULA,"INF FORMULA,NES,G START ES,SOY,W/ IRON,LIQ CONC,NOT RECON",4.0
INF FORMULA,"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,IRON,PDR",2.36
INF FORMULA,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON",1.0
INF FORMULA,"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR",4.97
BABYFOOD,"BABYFOOD,CORN & SWT POTATOES,STR",0.52
Infa for,"Infa for, A N, SI, ALI, ADVA ready, withARA and DHA, (fo R)",3.13
INF FORM,"INF FORM,PBM PRODU,STORE BRAND,RTF (FORM WYETH-AYERST)",2.65
INF FORM,"INF FORM,PBM PROD,STORE BRAND,LC,NOT REC (FORM WYETH-AYERST)",1.65
INF FORMULA,"INF FORMULA,PBM PRODUCTS,STORE BR,PDR,(FORME WYETH-AYERST)",0.69
INF FORMULA,"INF FORMULA,PBM PRO,STORE BRAND,SOY,RTF,(FOR WYETH-AYERST)",3.4
INF FOR,"INF FOR,PBM PR,STORE BR,SOY,LIQ CONC,NOT RE (FOR WY-AYERST)",4.85
INF FORM,"INF FORM,PBM PRODU,STORE BRA,SOY,PDR,(FORMER WYETH-AYERST)",0.77
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,RTF,W/ ARA & DHA",4.84
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA",2.44
INF FORM,"INF FORM,ABB NUTR,SIMI NEOS ADV,RTF,W/ ARA & DHA,(FORM ROSS)",1.52
INF FORM,"INF FORM,ABBOTT NUTR,NEOSURE ADVANCE,PDR,ARA&DHA (FORM ROSS)",0.61
INF FOR,"INF FOR,ABBOTT NUTR,LA F ADVA,RTF,W/ ARA & DHA,(FORME RO)",0.73
INF FOR NUTR,"INF FOR NUTR,SI LAC ADVA,LIQ CONCENTW/ ARA & DHA,(FORME R)",3.14
INF FORM,"INF FORM,ABBNUTR,LACT FREE ADVA,PDR,W/ ARA & DHA,(FOR RO)",1.97
INF FORM,"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,RTF,(FORM ROSS)",2.47
INF FORM,"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,PDR,N REC(FORMERLY ROSS)",1.28
INF FOR,"INF FOR,AB N,SII,ADVANCE,W/ IR,LIQ CO,NOT RECON,(FORME ROS)",0.55
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,ADVANCE W/ IR,LI CONC,(FORM RO)",0.85
INF FORMULA,"INF FORMULA,ABB NUTR,SIMI,ISO,ADVA W/ IRON,RTF,(FORM RO)",3.85
INF FORM,"INF FORM,AB NUTR,SIMI,ISOMIL,ADV W/ IRON,PDR,NOT RE,(FOR RO)",1.52
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA",4.69
FAT,"FAT,BEEF TALLOW",2.07
No Category,LARD,1.53
SALAD DRSNG,"SALAD DRSNG,KRAFT MAYO LT MAYO",1.97
SALAD DRSNG,"SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG",2.3
SALAD DRSNG,"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",4.32
SALAD DRSNG,"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",1.46
SALAD DRSNG,"SALAD DRSNG,RUSSIAN DRSNG",2.5
SALAD DRSNG,"SALAD DRSNG,SESAME SD DRSNG,REG",2.31
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND,COMM,REG",3.17
SALAD DRSNG,"SALAD DRSNG,MAYO TYPE,REG,W/SALT",4.19
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,RED FAT",3.72
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,RED FAT",4.24
SALAD DRSNG,"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",3.4
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",3.36
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",3.49
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",1.3
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,SOYBN",3.96
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,MILK CRM",3.76
SALAD DRSNG,"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",4.03
SANDWICH SPRD,"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",1.39
SHORTENING,"SHORTENING,HOUSEHOLD,SOYBN (HYDR) -COTTONSEED (HYDR)",3.04
OIL,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",4.97
OIL,"OIL,VEG,RICE BRAN",3.42
OIL,"OIL,WHEAT GERM",2.78
OIL,"OIL,PNUT,SALAD OR COOKING",0.44
OIL,"OIL,SOYBN,SALAD OR COOKING",0.58
VEGETABLE OIL,"VEGETABLE OIL,COCONUT",1.19
OIL,"OIL,OLIVE,SALAD OR COOKING",4.11
OIL,"OIL,VEGETABLE,PALM",3.11
OIL,"OIL,SESAME,SALAD OR COOKING",2.66
OIL,"OIL,VEG,SUNFLOWER,LINOLEIC (LESS THAN 60%)",4.29
MARGARINE,"MARGARINE,REG,HARD,SOYBN (HYDR)",4.11
MARGARINE,"MARGARINE,REG,LIQ,SOYBN (HYDR&REG)&CTTNSD",3.18
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",1.45
SALAD DRSNG,"SALAD DRSNG,KRAFT RANCH DRSNG",2.09
SALAD DRSNG,"SALAD DRSNG,KRAFT ZESTY ITALIAN DRSNG",1.56
SALAD DRSNG,"SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG",4.43
SALAD DRSNG,"SALAD DRSNG,KRAFT LT DONE RIGHT! ITALIAN DRSNG",4.16
SALAD DRSNG,"SALAD DRSNG,KRAFT FREE FAT FREE RANCH DRSNG",2.65
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,COMM,REG",2.19
SALAD DRSNG,"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG",2.63
MARGARINE-LIKE SPRD,"MARGARINE-LIKE SPRD,(APPROXIMATELY 37% FAT),UNSPEC OILS",3.15
MARGARINE,"MARGARINE,REG,UNSPEC OILS,WO/ SALT",1.58
MARGARINE,"MARGARINE,REG,UNSPEC OILS,W/SALT",1.29
SALAD DRSNG,"SALAD DRSNG,FRENCH,HOME RECIPE",2.32
SALAD DRSNG,"SALAD DRSNG,HOME RECIPE,CKD",2.03
SALAD DRSNG,"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",1.3
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",3.36
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",4.41
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",3.57
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",4.49
SALAD DRSNG,"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT",4.2
SALAD DRSNG,"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",2.49
SALAD DRSNG,"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",1.68
OIL,"OIL,VEG,COCOA BUTTER",1.61
OIL,"OIL,VEG,CTTNSD,SALAD OR COOKING",2.22
OIL,"OIL,VEG,SUNFLOWER,LINOLEIC,(APPROX. 65%)",0.93
OIL,"OIL,VEG SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",3.3
OIL,"OIL,VEG SAFFLOWER,SALAD OR COOKING,OLEIC,OVER 70%",4.84
VEGETABLE OIL,"VEGETABLE OIL,PALM KERNEL",0.83
OIL,"OIL,VEGETABLE,POPPYSEED",2.92
OIL,"OIL,VEGETABLE,TOMATOSEED",2.36
OIL,"OIL,VEGETABLE,TEASEED",3.67
OIL,"OIL,VEGETABLE,GRAPESEED",0.37
OIL,"OIL,VEG,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",2.46
FAT,"FAT,MUTTON TALLOW",2.9
MARGARINE,"MARGARINE,REG,HARD,SUNFLOWER&SOYBN (HYDR)&CTTNSD (HYDR)",3.48
OIL,"OIL,VEGETABLE,WALNUT",3.19
OIL,"OIL,VEGETABLE,ALMOND",3.38
OIL,"OIL,VEG,APRICOT KERNEL",0.93
VEGETABLE OIL,"VEGETABLE OIL,SOYBN LECITHIN",1.3
OIL,"OIL,VEGETABLE,HAZELNUT",1.92
OIL,"OIL,VEGETABLE,BABASSU",1.66
OIL,"OIL,VEGETABLE,SHEANUT",3.81
SALAD DRSNG,"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",0.89
OIL,"OIL,VEGETABLE,CUPU ASSU",2.78
FAT,"FAT,CHICKEN",1.35
OIL,"OIL,SOYBN,SALAD OR COOKING,(HYDR)&CTTNSD",2.04
SHORTENING,"SHORTENING,HOUSEHOLD,LARD&VEG OIL",3.65
OIL,"OIL,VEG,SUNFLOWER,LINOLEIC,(HYDR)",2.36
SHORTENING BREAD,"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",3.98
SHORTENING FRYING (REG),"SHORTENING FRYING (REG),SOYBN (HYDR)&CTTNSD (HYDR)",3.28
SHORTENING CAKE MIX,"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",1.43
SHORTENING INDUSTRIAL,"SHORTENING INDUSTRIAL,LARD&VEG OIL",0.91
SHORTENING FRYING (HVY DUTY),"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",3.15
SHORTENING CONFECTIONERY,"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",4.82
SHORTENING FRYING HVY DUTY,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC 30% W/SILICON",3.44
SHORTENING INDUSTRIAL,"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",3.76
SHORTENING FRYING (HVY DUTY),"SHORTENING FRYING (HVY DUTY),PALM (HYDR)",3.55
No Category,SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,0.88
SHORTENING FRYING HVY DUTY,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",3.48
SHORTENING,"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",2.11
OIL,"OIL,VEG,NUTMEG BUTTER",0.98
OIL,"OIL,VEG,UCUHUBA BUTTER",3.92
FAT,"FAT,DUCK",0.59
FAT,"FAT,TURKEY",4.93
FAT,"FAT,GOOSE",4.31
VEGETABLE OIL,"VEGETABLE OIL,AVOCADO",0.93
OIL,"OIL,VEG,CANOLA",3.49
VEGETABLE OIL,"VEGETABLE OIL,MUSTARD",4.06
OIL,"OIL,VEG,SUNFLOWER,HI OLEIC (70% & OVER)",0.87
MARGARINE-BUTTER BLEND,"MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",3.02
SHORTENING,"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)",1.99
SHORTENING,"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD",2.41
VEGETABLE OIL,"VEGETABLE OIL,OAT",1.95
FISH OIL,"FISH OIL,COD LIVER",4.9
FISH OIL,"FISH OIL,HERRING",2.64
FISH OIL,"FISH OIL,MENHADEN",7.92
FISH OIL,"FISH OIL,MENHADEN,FULLY HYDR",7.71
FISH OIL,"FISH OIL,SALMON",7.96
FISH OIL,"FISH OIL,SARDINE",2.07
SHORTENING,"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",0.98
VEGETABLE OIL-BUTTER SPRD,"VEGETABLE OIL-BUTTER SPRD,TUB,SALTED",4.32
BUTTER,"BUTTER,LT,STK,W/SALT",4.41
BUTTER,"BUTTER,LT,STK,WO/SALT",2.0
MEAT DRIPPINGS (LARD,"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",3.32
ANIMAL FAT,"ANIMAL FAT,BACON GREASE",0.92
MARGARINE,"MARGARINE,REG,STK,COMP,80% FAT,W/SALT",0.7
MARGARINE,"MARGARINE,REG,TUB,COMP,80% FAT,W/SALT",2.04
MARGARINE,"MARGARINE,VEG OIL SPRD,60% FAT,STK",1.56
MARGARINE,"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,60% FAT,TUB",1.23
MARGARINE,"MARGARINE,VEG OIL SPRD,STICK/TUB/BOTTLE,60% FAT",0.95
SHORTENING,"SHORTENING,VEG,HOUSEHOLD,COMP",4.49
SHORTENING,"SHORTENING,INSTITUTIONAL,COMP",0.94
MARGARINE,"MARGARINE,REG,STK,UNSALTED,COMP,80% FAT",0.51
MARGARINE,"MARGARINE,REG,TUB,UNSALTED,COMP,80% FAT",1.7
MARGARINE,"MARGARINE,VEG OIL SPRD,60% FAT,STK,NO SALT",1.52
MARGARINE,"MARGARINE, VEG OIL SPRD,60% FAT,TUB/BOTTLE,UNSALTED",4.24
MARGARINE-LIKE SPRD,"MARGARINE-LIKE SPRD,FAT FREE,LIQ,SALTED",1.75
MARGARINE-LIKE SPRD,"MARGARINE-LIKE SPRD,MADE W/YOGURT,STK,SALTED",3.78
MARGARINE-LIKE SPRD,"MARGARINE-LIKE SPRD,RED CAL,40% FAT,MADE W/YOGURT,TUB,SALTED",3.2
MARGARINE,"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",3.02
MARGARINE,"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK",3.78
MARGARINE SPRD,"MARGARINE SPRD,APPROX 48% FAT,TUB",0.7
MARGARINE SPRD,"MARGARINE SPRD,FAT-FREE,TUB",3.21
MARGARINE,"MARGARINE,VEG OIL SPRD,20% FAT",3.23
MARGARINE,"MARGARINE,VEG OIL SPRD,20% FAT,WO/ SALT",4.5
SALAD DRSNG,"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",0.71
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",0.65
SALAD DRSNG,"SALAD DRSNG,RANCH DRSNG,FAT-FREE",2.13
SALAD DRSNG,"SALAD DRSNG,RANCH DRSNG,COMM,REG",3.71
SALAD DRSNG,"SALAD DRSNG,RANCH DRSNG,RED FAT",2.92
SALAD DRSNG,"SALAD DRSNG,MAYO,LT",2.37
OIL,"OIL,VEG,INDUSTRIAL,MID-OLEIC,SUNFLOWER",2.09
OIL,"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT",4.78
OIL,"OIL,VEG,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING",4.91
OIL,"OIL,INDUS,CANOLA (PART HYDR) OIL FOR DEEP FAT FRYING",1.11
OIL,"OIL,INDUSTRIAL,COCNT",3.51
OIL,"OIL,VEG,INDUS,SOY (PART HYDR),FOR FLAVORING",2.19
SHORTENING,"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY",3.42
OIL,"OIL,VEG,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING",3.99
OIL,"OIL,VEG,INDUSTRIAL,SOY (PART HYDR),NON-DAIRY BUTTER FLAVOR",1.74
OIL,"OIL,VEG,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP",2.16
OIL,"OIL,INDUS,SOY (PART HYDR ) & SOY (WINTERIZED),POURABLE FRY",2.1
OIL,"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING",2.78
MARGARINE-LIKE SHORTENING,"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY",3.88
OIL,"OIL,VEG,INDUS,PALM KERNEL,CONFECTION FAT",0.67
OIL,"OIL,VEG,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT",4.21
OIL,"OIL,VEG,INDUS,PALM KERNEL (HYDROG),CONFECTION FAT",2.43
OIL,"OIL,INDUS,COCNT,CONFECTION FAT,ICE CRM COATINGS",2.5
